permit_type_code,permit_id,full_permit_number,permit_details_url,merged_permit_ids,address,city,issue_date,project_type,valuation,contractor,plan_doc_name,key_scope_terms,priority,reason
F129,26001246,F129-26001246,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F129-26001246,F129-26001246,20345 N 56TH ST,PHOENIX,1/27/2026 12:47:52 PM,Commercial,0.00,NEXT PROTECTION LLC,FPPD-252286,,Trash,no_hvac_signal
F129,26001247,F129-26001247,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F129-26001247,F129-26001247,20345 N 56TH ST,PHOENIX,1/27/2026 12:47:52 PM,Commercial,0.00,NEXT PROTECTION LLC,FPPD-252286,,Trash,no_hvac_signal
F809,26001244,F809-26001244,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F809-26001244,F809-26001244,2800 N CENTRAL AVE,PHOENIX,1/27/2026 12:42:11 PM,Commercial,0.00,RCI SYSTEMS INC,,,Trash,no_hvac_signal
F134,26001243,F134-26001243,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F134-26001243,F134-26001243,10625 N TATUM BLVD,PHOENIX,1/27/2026 12:38:19 PM,Commercial,0.00,ARIZONA PROTECTION SYSTEMS LLC,FPPD-260005,,Trash,no_hvac_signal
WSSD,26001242,WSSD-26001242,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSSD-26001242,WSSD-26001242,4510 N 24TH ST,PHOENIX,1/27/2026 12:32:09 PM,Commercial,0.00,APACHE PIPELINES INC,CCPH-2400227,,Trash,no_hvac_signal
F129,26001241,F129-26001241,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F129-26001241,F129-26001241,4727 E CACTUS RD,PHOENIX,1/27/2026 12:30:05 PM,Commercial,0.00,SYSTEM DESIGN SOLUTIONS INC,FPPD-250527,,Trash,no_hvac_signal
F800,2600325,F800-2600325,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F800-2600325,F800-2600325,12839 N 8TH AVE,PHOENIX,1/27/2026 12:26:15 PM,Residential,0.00,TESLA,SPAD-0903326,,Trash,no_hvac_signal
F193,2600324,F193-2600324,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F193-2600324,F193-2600324,5409 W PLEASANT LN,PHOENIX,1/27/2026 12:25:09 PM,Commercial,0.00,BRIGHT HOME INSTALLATIONS LLC,SPAD-0503818,,Trash,no_hvac_signal
LPBI,2600433,LPBI-2600433,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPBI-2600433,LPBI-2600433,1314 W CAMELBACK RD,PHOENIX,1/27/2026 12:24:43 PM,Commercial,48000.00,TO BE BID,SPAD-0501956,,Trash,no_hvac_signal
SPE,26001240,SPE-26001240,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SPE-26001240,SPE-26001240,6202 N 24TH ST,PHOENIX,1/27/2026 12:11:18 PM,Commercial,110000.00,GARNEY CONSTRUCTION,LPRM-2506457,,Trash,no_hvac_signal
SPE,26001240,SPE-26001240,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SPE-26001240,SPE-26001240,6202 N 24TH ST,PHOENIX,1/27/2026 12:11:18 PM,Commercial,110000.00,GARNEY CONSTRUCTION,LPRM-2506457,,Trash,no_hvac_signal
F800,2600323,F800-2600323,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F800-2600323,F800-2600323,6720 N 32ND DR,PHOENIX,1/27/2026 12:06:27 PM,Commercial,0.00,ONEWORLDENERGY LLC,SPAD-2103679,,Trash,no_hvac_signal
F177,2600322,F177-2600322,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F177-2600322,F177-2600322,5720 W JEFFERSON ST,PHOENIX,1/27/2026 12:04:07 PM,Commercial,0.00,FERRELL GAS,FPPX-260038,,Trash,no_hvac_signal
F105,26001239,F105-26001239,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F105-26001239,F105-26001239,24675 N 23RD AVE,PHOENIX,1/27/2026 12:03:25 PM,Commercial,0.00,MAXIMUM FIRE PROTECTION L L C,FPPD-252712,,Trash,negative=fire
PAPP,2600432,PAPP-2600432,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=PAPP-2600432,PAPP-2600432,441 N 26TH AVE,PHOENIX,1/27/2026 11:52:50 AM,Commercial,0.00,TO BE BID,,,Trash,no_hvac_signal
FPPD,260145,FPPD-260145,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260145,FPPD-260145,8825 S 7TH ST,PHOENIX,1/27/2026 11:46:28 AM,Commercial,0.00,INTELLIGRATED COMMUNICATIONS INC,,,Trash,no_hvac_signal
WSFT,26001238,WSFT-26001238,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSFT-26001238,WSFT-26001238,2941 W FOOTHILL DR,PHOENIX,1/27/2026 11:45:58 AM,Residential,0.00,OWNER,CCPH-2400072,,Trash,no_hvac_signal
DEM,26001237,DEM-26001237,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=DEM-26001237,DEM-26001237,818 E WASHINGTON ST,PHOENIX,1/27/2026 11:44:40 AM,Commercial,13335.14,TACHENY EXTERIORS LLC,SPAD-2504179,,Trash,no_hvac_signal
LPSG,260093,LPSG-260093,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPSG-260093,LPSG-260093,4740 W BASELINE RD,PHOENIX,1/27/2026 11:38:41 AM,Commercial,2000.00,ALB INDUSTRIES CORPORATION,,,Trash,no_hvac_signal
FPPR,260055,FPPR-260055,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPR-260055,FPPR-260055,32200 N 43RD AVE,PHOENIX,1/27/2026 11:36:36 AM,Residential,0.00,TO BE BID,SPAD-2206555,,Trash,no_hvac_signal
FPPR,260055,FPPR-260055,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPR-260055,FPPR-260055,32200 N 43RD AVE,PHOENIX,1/27/2026 11:36:36 AM,Residential,0.00,TO BE BID,SPAD-2206555,,Trash,no_hvac_signal
FPPR,260054,FPPR-260054,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPR-260054,FPPR-260054,3127 E REDWOOD CT,PHOENIX,1/27/2026 11:36:00 AM,Commercial,0.00,INTY SOLAR LLC,SPAD-2600096,,Trash,negative=solar(?: pv)?
F209,2600320,F209-2600320,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F209-2600320,F209-2600320,1730 E CARTER RD,PHOENIX,1/27/2026 11:32:39 AM,Commercial,0.00,CAPITAL ENERGY LLC,FPPR-251203,,Trash,no_hvac_signal
WSHM,26001236,WSHM-26001236,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSHM-26001236,WSHM-26001236,3939 N 99TH AVE,PHOENIX,1/27/2026 11:32:33 AM,Commercial,0.00,D G FENN INC,CCPH-2500056,,Trash,no_hvac_signal
F102,2600319,F102-2600319,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F102-2600319,F102-2600319,1950 S 91ST AVE,PHOENIX,1/27/2026 11:26:26 AM,Commercial,0.00,KEARNCO INC,FPPR-250945,,Trash,no_hvac_signal
F102,2600319,F102-2600319,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F102-2600319,F102-2600319,1950 S 91ST AVE,PHOENIX,1/27/2026 11:26:26 AM,Commercial,0.00,KEARNCO INC,FPPR-250945,,Trash,no_hvac_signal
LPRM,2600431,LPRM-2600431,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600431,LPRM-2600431,2106 E COPPER SPRINGS RD,PHOENIX,1/27/2026 11:26:07 AM,Commercial,5000.00,GOTHIC LANDSCAPING INC,,,Trash,no_hvac_signal
CUT,26001235,CUT-26001235,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CUT-26001235,CUT-26001235,4165 E ST JOSEPH WAY,PHOENIX,1/27/2026 11:17:44 AM,Commercial,0.00,GECKO ENTERPRISES LLC,SPAD-2501565,,Trash,no_hvac_signal
F194,2600317,F194-2600317,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F194-2600317,F194-2600317,1550 E WASHINGTON ST,PHOENIX,1/27/2026 11:00:38 AM,Commercial,0.00,SUN RENU SOLAR LLC,FPPR-251296,,Trash,negative=solar(?: pv)?
LPSG,260092,LPSG-260092,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPSG-260092,LPSG-260092,20700 N 56TH ST,PHOENIX,1/27/2026 10:55:44 AM,Commercial,9000.00,D'S SIGNS & LIGHTING LLC,,,Trash,negative=lighting
S,26001234,S-26001234,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=S-26001234,S-26001234,5000 N CAMELBACK RIDGE DR,PHOENIX,1/27/2026 10:41:39 AM,Commercial,100000.00,LAYTON CONSTRUCTION COMPANY LLC,LPRR-2506931,,Trash,no_hvac_signal
F122,26001233,F122-26001233,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F122-26001233,F122-26001233,5750 W BASELINE RD,PHOENIX,1/27/2026 10:41:33 AM,Commercial,0.00,FIRETROL PROTECTION SYSTEMS INC,FPPD-252693,,Trash,no_hvac_signal
CFB,26001232,CFB-26001232,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CFB-26001232,CFB-26001232,2350 S 91ST AVE,PHOENIX,1/27/2026 10:37:04 AM,Residential,0.00,3 D CONTRACTING L L C,CPFL-2504145,,Trash,no_hvac_signal
CRSC,2600429,CRSC-2600429,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CRSC-2600429,CRSC-2600429,3501 N 34TH PL,PHOENIX,1/27/2026 10:29:59 AM,Commercial,0.00,MN CUSTOM HOMES AZ LLC,,,Trash,no_hvac_signal
RPV,26001230,RPV-26001230,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26001230,RPV-26001230,1906 E CORONADO RD,PHOENIX,1/27/2026 10:28:53 AM,Commercial,32805.00,POSITIVE SYNERGY LLC,SPAD-1008979,,Trash,no_hvac_signal
CGD,26001229,CGD-26001229,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CGD-26001229,CGD-26001229,2740 E UNION HILLS DR,PHOENIX,1/27/2026 10:28:36 AM,Commercial,0.00,VALLEYWIDE DIG AND HAUL LLC,CPGD-2505561,,Trash,no_hvac_signal
F112,26001227,F112-26001227,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F112-26001227,F112-26001227,2350 S 91ST AVE,PHOENIX,1/27/2026 10:27:45 AM,Residential,0.00,3 D CONTRACTING L L C,CPFL-2504145,,Trash,no_hvac_signal
F112,26001227,F112-26001227,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F112-26001227,F112-26001227,2350 S 91ST AVE,PHOENIX,1/27/2026 10:27:45 AM,Residential,0.00,3 D CONTRACTING L L C,CPFL-2504145,,Trash,no_hvac_signal
ELEC,26001225,ELEC-26001225,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=ELEC-26001225,ELEC-26001225,9910 W CAMELBACK RD,PHOENIX,1/27/2026 10:27:20 AM,Commercial,30000.00,CORESTATES CONSTRUCTION SERVICES INC,LPRM-2505481,,Trash,no_hvac_signal
ELEC,26001226,ELEC-26001226,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=ELEC-26001226,ELEC-26001226,9910 W CAMELBACK RD,PHOENIX,1/27/2026 10:27:20 AM,Commercial,30000.00,CORESTATES CONSTRUCTION SERVICES INC,LPRM-2505481,,Trash,no_hvac_signal
RPV,26001224,RPV-26001224,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26001224,RPV-26001224,4710 W CULPEPPER DR,PHOENIX,1/27/2026 10:25:20 AM,Commercial,73920.00,SOLAR OPTIMUM INC.,SPAD-0706854,,Trash,negative=solar(?: pv)?
CSE,26001223,CSE-26001223,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CSE-26001223,CSE-26001223,2350 S 91ST AVE,PHOENIX,1/27/2026 10:19:39 AM,Residential,0.00,3 D CONTRACTING L L C,CPSE-2503478,,Trash,no_hvac_signal
F209,2600316,F209-2600316,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F209-2600316,F209-2600316,1725 E WINCHCOMB DR,PHOENIX,1/27/2026 10:17:22 AM,Commercial,0.00,STATIC SUN ELECTRIC AND SOLAR LLC,FPPR-260031,,Trash,negative=solar(?: pv)?
CPR,26001222,CPR-26001222,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPR-26001222,CPR-26001222,2350 S 91ST AVE,PHOENIX,1/27/2026 10:17:08 AM,Residential,0.00,3 D CONTRACTING L L C,CPFL-2504145,,Trash,no_hvac_signal
F875,26001218,F875-26001218,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F875-26001218,F875-26001218,602 S 63RD AVE,PHOENIX,1/27/2026 10:10:28 AM,Commercial,0.00,METRO FIRE EQ,,,Trash,negative=fire
FPPD,260144,FPPD-260144,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260144,FPPD-260144,1775 W ALAMEDA RD,PHOENIX,1/27/2026 10:04:57 AM,Commercial,0.00,RCI SYSTEMS INC,,,Trash,no_hvac_signal
CPR,26001217,CPR-26001217,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPR-26001217,CPR-26001217,2350 S 91ST AVE,PHOENIX,1/27/2026 10:02:08 AM,Residential,0.00,3 D CONTRACTING L L C,CPSE-2503478,,Trash,no_hvac_signal
TCO,26001208,TCO-26001208,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001208,TCO-26001208,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,1737500.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016927,,Trash,no_hvac_signal
TCO,26001208,TCO-26001208,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001208,TCO-26001208,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,1737500.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016927,,Trash,no_hvac_signal
TCO,26001209,TCO-26001209,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001209,TCO-26001209,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,1737500.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016928,,Trash,no_hvac_signal
TCO,26001209,TCO-26001209,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001209,TCO-26001209,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,1737500.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016928,,Trash,no_hvac_signal
TCO,26001210,TCO-26001210,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001210,TCO-26001210,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,1737500.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016929,,Trash,no_hvac_signal
TCO,26001210,TCO-26001210,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001210,TCO-26001210,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,1737500.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016929,,Trash,no_hvac_signal
TCO,26001211,TCO-26001211,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001211,TCO-26001211,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,1737500.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016930,,Trash,no_hvac_signal
TCO,26001211,TCO-26001211,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001211,TCO-26001211,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,1737500.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016930,,Trash,no_hvac_signal
TCO,26001212,TCO-26001212,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001212,TCO-26001212,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,1737500.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016931,,Trash,no_hvac_signal
TCO,26001212,TCO-26001212,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001212,TCO-26001212,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,1737500.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016931,,Trash,no_hvac_signal
TCO,26001213,TCO-26001213,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001213,TCO-26001213,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,1737500.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016932,,Trash,no_hvac_signal
TCO,26001213,TCO-26001213,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001213,TCO-26001213,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,1737500.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016932,,Trash,no_hvac_signal
TCO,26001214,TCO-26001214,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001214,TCO-26001214,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,1737500.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016933,,Trash,no_hvac_signal
TCO,26001214,TCO-26001214,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001214,TCO-26001214,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,1737500.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016933,,Trash,no_hvac_signal
TCO,26001215,TCO-26001215,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001215,TCO-26001215,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,1737500.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016934,,Trash,no_hvac_signal
TCO,26001215,TCO-26001215,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001215,TCO-26001215,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,1737500.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016934,,Trash,no_hvac_signal
TCO,26001216,TCO-26001216,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001216,TCO-26001216,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,100000.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016935,,Trash,no_hvac_signal
TCO,26001216,TCO-26001216,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26001216,TCO-26001216,6000 E CAMELBACK RD,PHOENIX,1/27/2026 9:54:02 AM,Commercial,100000.00,KITCHELL CONTRACTORS INC OF ARIZONA,BLD-23016935,,Trash,no_hvac_signal
SE,26001206,SE-26001206,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SE-26001206,SE-26001206,31644 N 26TH DR,PHOENIX,1/27/2026 9:52:56 AM,Commercial,10000.00,GOTHIC LANDSCAPING INC,LPRM-2506299,,Trash,no_hvac_signal
SE,26001207,SE-26001207,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SE-26001207,SE-26001207,31410 N 26TH AVE,PHOENIX,1/27/2026 9:52:56 AM,Commercial,10000.00,GOTHIC LANDSCAPING INC,LPRM-2506299,,Trash,no_hvac_signal
FITM,2600313,FITM-2600313,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FITM-2600313,FITM-2600313,5670 S 32ND ST,PHOENIX,1/27/2026 9:52:44 AM,Residential,0.00,TO BE BID,SPAD-1507966,,Trash,no_hvac_signal
WSFT,26001205,WSFT-26001205,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSFT-26001205,WSFT-26001205,1204 E ROESER RD,PHOENIX,1/27/2026 9:39:51 AM,Commercial,0.00,K-TECH HOME INSPECTIONS AND ENG LLC,CCPH-2600025,,Trash,no_hvac_signal
CLS,26001204,CLS-26001204,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CLS-26001204,CLS-26001204,2495 N 75TH AVE,PHOENIX,1/27/2026 9:29:39 AM,Commercial,0.00,DEL DUCA DEVELOPMENT LLC,LSPL-2500280,,Trash,no_hvac_signal
F809,26001203,F809-26001203,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F809-26001203,F809-26001203,802 N 1ST AVE,PHOENIX,1/27/2026 9:17:32 AM,Commercial,0.00,MAXIMUM FIRE PROTECTION L L C,,,Trash,negative=fire
OPBF,26001201,OPBF-26001201,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=OPBF-26001201,OPBF-26001201,7717 N 27TH AVE,PHOENIX,1/27/2026 8:49:50 AM,Commercial,5000.00,R C I SYSTEMS INC,SPAD-2000150,,Trash,no_hvac_signal
S,26001200,S-26001200,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=S-26001200,S-26001200,19815 N 7TH ST,PHOENIX,1/27/2026 8:47:18 AM,Commercial,60000.00,T BUILT LLC,LPRM-2505621,,Trash,no_hvac_signal
WSFT,26001199,WSFT-26001199,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSFT-26001199,WSFT-26001199,402 W MONROE ST,PHOENIX,1/27/2026 8:44:31 AM,Commercial,0.00,EJ FLOW TEST LLC,SPAD-2402778,,Trash,no_hvac_signal
F800,2600310,F800-2600310,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F800-2600310,F800-2600310,4131 E GROVE ST,PHOENIX,1/27/2026 8:42:12 AM,Commercial,0.00,UNITED ENERGY PARTNERS LLC,SPAD-2502051,,Trash,no_hvac_signal
ELEC,26001198,ELEC-26001198,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=ELEC-26001198,ELEC-26001198,1610 E HIGHLAND AVE,PHOENIX,1/27/2026 8:36:21 AM,Commercial,60000.00,T BUILT LLC,LPRM-2506943,,Trash,no_hvac_signal
DEM,26001197,DEM-26001197,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=DEM-26001197,DEM-26001197,4515 E MIAMI ST,PHOENIX,1/27/2026 8:32:22 AM,Commercial,8000.00,DESERT BOOTH SERVICE LLC,SPAD-0400704,,Trash,no_hvac_signal
LPRR,2600428,LPRR-2600428,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRR-2600428,LPRR-2600428,4647 E FRANCISCO DR 101,PHOENIX,1/27/2026 8:23:27 AM,Commercial,436320.00,JAMES & JAMES CONSTRUCTION CORP,,,Trash,no_hvac_signal
FPPR,260053,FPPR-260053,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPR-260053,FPPR-260053,5718 E BECK LN,PHOENIX,1/27/2026 8:19:48 AM,Residential,0.00,CONSTRUCTION RESTORATION SERVICES,SPAD-2300102,,Trash,no_hvac_signal
F171,2600309,F171-2600309,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F171-2600309,F171-2600309,,PHOENIX,1/27/2026 8:15:59 AM,Commercial,0.00,PAVION CORP.,SPAD-2300297,,Trash,no_hvac_signal
F800,2600308,F800-2600308,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F800-2600308,F800-2600308,622 E ROYAL PALM SQ S,PHOENIX,1/27/2026 8:02:09 AM,Commercial,0.00,ONEWORLDENERGY LLC,SPAD-2504275,,Trash,no_hvac_signal
F800,2600307,F800-2600307,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F800-2600307,F800-2600307,3920 W LAUREL LN,PHOENIX,1/27/2026 7:57:14 AM,Commercial,0.00,CAPITAL ENERGY LLC,SPAD-2600078,,Trash,no_hvac_signal
F809,26001196,F809-26001196,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F809-26001196,F809-26001196,710 E UNION HILLS DR,PHOENIX,1/27/2026 7:24:30 AM,Commercial,0.00,METRO FIRE EQ,,,Trash,negative=fire
F800,2600306,F800-2600306,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F800-2600306,F800-2600306,2909 E HARTFORD AVE,PHOENIX,1/27/2026 7:09:24 AM,Commercial,0.00,EMPOWER ELECTRIC INC,SPAD-0902056,,Trash,no_hvac_signal
F227,2600305,F227-2600305,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F227-2600305,F227-2600305,829 E LAWRENCE RD,PHOENIX,1/27/2026 7:04:56 AM,Commercial,0.00,EMPOWER ELECTRIC INC,SPAD-2205974,,Trash,no_hvac_signal
F159,26001194,F159-26001194,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F159-26001194,F159-26001194,11409 N BLACKHEATH RD,PHOENIX,1/27/2026 7:01:16 AM,Commercial,0.00,DEW S FIRE PROTECTION INC,FPPD-260103,,Trash,negative=fire
RPV,26001192,RPV-26001192,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26001192,RPV-26001192,2717 E CINNABAR AVE,PHOENIX,1/27/2026 6:50:58 AM,Commercial,42624.00,ICON POWER LLC,SPAD-2600067,,Trash,no_hvac_signal
ELEC,26001256,ELEC-26001256,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=ELEC-26001256,ELEC-26001256,2009 W GLENDALE AVE,PHOENIX,1/27/2026 12:00:00 AM,Commercial,60000.00,CORESTATES CONSTRUCTION SERVICES INC,LPRM-2506503,,Trash,no_hvac_signal
ELEC,26001257,ELEC-26001257,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=ELEC-26001257,ELEC-26001257,19990 N 19TH AVE,PHOENIX,1/27/2026 12:00:00 AM,Commercial,60000.00,CORESTATES CONSTRUCTION SERVICES INC,LPRM-2506382,,Trash,no_hvac_signal
ELEC,26001258,ELEC-26001258,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=ELEC-26001258,ELEC-26001258,4725 E BASELINE RD,PHOENIX,1/27/2026 12:00:00 AM,Commercial,60000.00,CORESTATES CONSTRUCTION SERVICES INC,LPRM-2506648,,Trash,no_hvac_signal
LPSG,260094,LPSG-260094,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPSG-260094,LPSG-260094,5016 W CACTUS RD,PHOENIX,1/27/2026 12:00:00 AM,Commercial,8500.00,GLOBAL SIGN WORKS G S W L L C,,,Trash,negative=sign
SGNP,214990,SGNP-214990,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214990,SGNP-214990,743 E BELL RD 2,PHOENIX,1/27/2026 12:00:00 AM,Commercial,5000.00,GLOBAL SIGN WORKS G S W L L C,LPSG-260023,,Trash,negative=sign
