permit_type_code,permit_id,full_permit_number,permit_details_url,merged_permit_ids,address,city,issue_date,project_type,valuation,contractor,plan_doc_name,key_scope_terms,priority,reason
SGNP,214986,SGNP-214986,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214986,SGNP-214986,2855 W CACTUS RD,PHOENIX,1/27/2026 12:00:00 AM,Commercial,4675.00,ROCKART INDUSTRIES LLC,LPSG-260028,,Trash,no_hvac_signal
SGNP,214987,SGNP-214987,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214987,SGNP-214987,2855 W CACTUS RD,PHOENIX,1/27/2026 12:00:00 AM,Commercial,4675.00,ROCKART INDUSTRIES LLC,LPSG-260028,,Trash,no_hvac_signal
SGNP,214994,SGNP-214994,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214994,SGNP-214994,420 E BELL RD,PHOENIX,1/27/2026 12:00:00 AM,Commercial,3200.00,JUST IN TIME SIGNS AND PRINTING,LPSG-251374,,Trash,no_hvac_signal
SGNP,214992,SGNP-214992,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214992,SGNP-214992,3832 E THOMAS RD,PHOENIX,1/27/2026 12:00:00 AM,Commercial,1900.00,JUST IN TIME SIGNS AND PRINTING,LPSG-251223,,Trash,no_hvac_signal
SGNP,214993,SGNP-214993,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214993,SGNP-214993,1930 W THUNDERBIRD RD,PHOENIX,1/27/2026 12:00:00 AM,Commercial,1200.00,JUST IN TIME SIGNS AND PRINTING,LPSG-251138,,Trash,no_hvac_signal
CGD,26001219,CGD-26001219,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CGD-26001219,CGD-26001219,1118 E MCKINLEY ST,PHOENIX,1/27/2026 12:00:00 AM,Commercial,0.00,CENTRAL BUILDERS LLC,CPGD-2502322,,Trash,no_hvac_signal
CCO,26001220,CCO-26001220,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CCO-26001220,CCO-26001220,1118 E MCKINLEY ST,PHOENIX,1/27/2026 12:00:00 AM,Commercial,0.00,CENTRAL BUILDERS LLC,CPGD-2502322,,Trash,no_hvac_signal
CPR,26001221,CPR-26001221,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPR-26001221,CPR-26001221,1118 E MCKINLEY ST,PHOENIX,1/27/2026 12:00:00 AM,Commercial,0.00,CENTRAL BUILDERS LLC,CPGD-2502322,,Trash,no_hvac_signal
CUT,26001263,CUT-26001263,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CUT-26001263,CUT-26001263,12780 N TATUM BLVD,PHOENIX,1/27/2026 12:00:00 AM,Commercial,0.00,RED VALLEY UNDERGROUND LLC,CCPH-2500089,,Trash,no_hvac_signal
CSE,26001269,CSE-26001269,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CSE-26001269,CSE-26001269,4801 E THISTLE LANDING DR,PHOENIX,1/27/2026 12:00:00 AM,Commercial,0.00,DICKENS QUALITY DEMOLITION,CPSE-2406578,,Trash,no_hvac_signal
RPV,26001191,RPV-26001191,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26001191,RPV-26001191,6720 N 32ND DR,PHOENIX,1/26/2026 5:22:44 PM,Commercial,11070.00,ONEWORLDENERGY LLC,SPAD-2103679,,Trash,no_hvac_signal
OP,26001190,OP-26001190,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=OP-26001190,OP-26001190,4302 E RAY RD,PHOENIX,1/26/2026 4:30:46 PM,Commercial,5000.00,DESERT WEST COMMERCIAL L L C,SPAD-2000635,,Trash,no_hvac_signal
CPR,26001188,CPR-26001188,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPR-26001188,CPR-26001188,9700 S 57TH AVE,PHOENIX,1/26/2026 4:28:41 PM,Commercial,0.00,COPPER VALLEY CONTRACTORS LLC,CPWT-2502560,,Trash,no_hvac_signal
CWT,26001187,CWT-26001187,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CWT-26001187,CWT-26001187,9700 S 57TH AVE,PHOENIX,1/26/2026 4:23:35 PM,Commercial,0.00,CACTUS PIPELINE CONTRACTORS LLC,CPWT-2502560,,Trash,no_hvac_signal
F800,2600302,F800-2600302,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F800-2600302,F800-2600302,5030 W DESERT LN,PHOENIX,1/26/2026 4:16:14 PM,Commercial,0.00,ONEWORLDENERGY LLC,SPAD-0615363,,Trash,no_hvac_signal
FPPR,260052,FPPR-260052,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPR-260052,FPPR-260052,3030 E WASHINGTON ST,PHOENIX,1/26/2026 3:57:30 PM,Commercial,0.00,DAVID'S PROFESSIONAL FIRE SYSTEMS INC,FITM-2600301,,Trash,negative=fire
OE,26001185,OE-26001185,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=OE-26001185,OE-26001185,710 S 67TH AVE,PHOENIX,1/26/2026 3:50:42 PM,Commercial,5240.00,GCON INC,SPAD-0512478,,Trash,no_hvac_signal
WSFT,26001184,WSFT-26001184,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSFT-26001184,WSFT-26001184,350 N 1ST AVE,PHOENIX,1/26/2026 3:33:49 PM,Residential,0.00,OWNER,SDEV-2600006,,Trash,no_hvac_signal
F175,26001183,F175-26001183,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F175-26001183,F175-26001183,2946 E BROADWAY RD,PHOENIX,1/26/2026 3:28:21 PM,Commercial,0.00,IMPACT FIRE SERVICES LLC,FPPD-260088,,Trash,negative=fire
SGNP,214985,SGNP-214985,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214985,SGNP-214985,4225 W INDIAN SCHOOL RD,PHOENIX,1/26/2026 3:24:19 PM,Commercial,2000.00,TAGTEAM GRAFIX L L C,LPSG-251207,,Trash,no_hvac_signal
F105,26001182,F105-26001182,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F105-26001182,F105-26001182,2140 E BASELINE RD,PHOENIX,1/26/2026 3:23:48 PM,Commercial,0.00,ADANAC FIRE PROTECTION INC.,FPPX-252658,,Trash,negative=fire
RPV,26001181,RPV-26001181,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26001181,RPV-26001181,5409 W PLEASANT LN,PHOENIX,1/26/2026 3:08:57 PM,Commercial,17010.00,BRIGHT HOME INSTALLATIONS LLC,SPAD-0503818,,Trash,no_hvac_signal
SCSU,2600425,SCSU-2600425,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SCSU-2600425,SCSU-2600425,2310 W BASELINE RD,PHOENIX,1/26/2026 2:51:05 PM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
PRLM,2600424,PRLM-2600424,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=PRLM-2600424,PRLM-2600424,3115 E VAN BUREN ST,PHOENIX,1/26/2026 2:41:35 PM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
SGNP,214984,SGNP-214984,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214984,SGNP-214984,6635 W HAPPY VALLEY RD,PHOENIX,1/26/2026 2:40:54 PM,Commercial,3500.00,BOOTZ & DUKE SIGN COMPANY,LPSG-260085,,Trash,negative=sign
CPSE,2600423,CPSE-2600423,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPSE-2600423,CPSE-2600423,811 S 16TH ST,PHOENIX,1/26/2026 2:33:36 PM,Commercial,0.00,TO BE BID,,,Trash,no_hvac_signal
BLD,26001177,BLD-26001177,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=BLD-26001177,BLD-26001177,349 E THOMAS RD E201,PHOENIX,1/26/2026 2:32:10 PM,Commercial,147014.40,DIVERSIFIED CONSTRUCTION,LPBI-2502296,,Trash,no_hvac_signal
WSHM,26001176,WSHM-26001176,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSHM-26001176,WSHM-26001176,,PHOENIX,1/26/2026 2:21:16 PM,Commercial,0.00,COPPER STATE PAVEMENT INC.,SDEV-2600004,,Trash,no_hvac_signal
LPRN,2600422,LPRN-2600422,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRN-2600422,LPRN-2600422,4701 N CENTRAL AVE,PHOENIX,1/26/2026 2:11:23 PM,Commercial,406350.00,CORE CONSTRUCTION SERVICES OF AZ,,,Trash,no_hvac_signal
PLAT,260002,PLAT-260002,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=PLAT-260002,PLAT-260002,,PHOENIX,1/26/2026 2:08:49 PM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
F171,2600300,F171-2600300,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F171-2600300,F171-2600300,4601 S 35TH ST,PHOENIX,1/26/2026 2:07:55 PM,Commercial,0.00,ADANAC FIRE PROTECTION INC.,SPAD-99002750,,Trash,negative=fire
F171,2600300,F171-2600300,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F171-2600300,F171-2600300,4601 S 35TH ST,PHOENIX,1/26/2026 2:07:55 PM,Commercial,0.00,ADANAC FIRE PROTECTION INC.,SPAD-99002750,,Trash,negative=fire
F171,2600299,F171-2600299,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F171-2600299,F171-2600299,4601 S 35TH ST,PHOENIX,1/26/2026 2:00:40 PM,Commercial,0.00,ADANAC FIRE PROTECTION INC.,SPAD-99002750,,Trash,negative=fire
F171,2600299,F171-2600299,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F171-2600299,F171-2600299,4601 S 35TH ST,PHOENIX,1/26/2026 2:00:40 PM,Commercial,0.00,ADANAC FIRE PROTECTION INC.,SPAD-99002750,,Trash,negative=fire
F802,26001174,F802-26001174,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F802-26001174,F802-26001174,4302 W BUCKEYE RD,PHOENIX,1/26/2026 1:55:12 PM,Commercial,0.00,METRO FIRE EQ,,,Trash,negative=fire
WSHM,26001172,WSHM-26001172,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSHM-26001172,WSHM-26001172,1902 E CAMELBACK RD,PHOENIX,1/26/2026 1:43:24 PM,Commercial,0.00,KOBALT PRIME INC (FN),CCPH-2400163,,Trash,no_hvac_signal
F171,2600296,F171-2600296,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F171-2600296,F171-2600296,4607 S 35TH ST,PHOENIX,1/26/2026 1:26:34 PM,Commercial,0.00,ADANAC FIRE PROTECTION INC.,SPAD-99002750,,Trash,negative=fire
LPSG,260089,LPSG-260089,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPSG-260089,LPSG-260089,1014 N 47TH AVE,PHOENIX,1/26/2026 1:23:46 PM,Commercial,2215.00,KEN'S SIGN SERVICE,,,Trash,negative=sign
RPV,26001170,RPV-26001170,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26001170,RPV-26001170,12839 N 8TH AVE,PHOENIX,1/26/2026 1:07:32 PM,Commercial,41580.00,TESLA,SPAD-0903326,,Trash,no_hvac_signal
SGNP,214983,SGNP-214983,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214983,SGNP-214983,2411 W LONE CACTUS DR,PHOENIX,1/26/2026 1:02:45 PM,Commercial,5000.00,ANOTHER LEVEL INSTALLS LLC,LPSG-260022,,Trash,no_hvac_signal
BLD,26001169,BLD-26001169,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=BLD-26001169,BLD-26001169,720 N 40TH ST,PHOENIX,1/26/2026 1:02:07 PM,Commercial,148000000.00,HOLDER CONSTRUCTION COMPANY,LPRN-2305646,,Trash,no_hvac_signal
LPSG,260088,LPSG-260088,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPSG-260088,LPSG-260088,7409 W VIRGINIA AVE,PHOENIX,1/26/2026 1:00:43 PM,Commercial,0.00,PEARSON'S ENTERPRISES INC,,,Trash,no_hvac_signal
RVSN,2109912-60,RVSN-2109912-60,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RVSN-2109912-60,RVSN-2109912-60,32200 N 43RD AVE,PHOENIX,1/26/2026 12:55:58 PM,Commercial,0.00,MARKETECH INT'L CORP. USA,PHAS-2109912-50,,Trash,no_hvac_signal
RVSN,2109912-60,RVSN-2109912-60,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RVSN-2109912-60,RVSN-2109912-60,32200 N 43RD AVE,PHOENIX,1/26/2026 12:55:58 PM,Commercial,0.00,MARKETECH INT'L CORP. USA,PHAS-2109912-50,,Trash,no_hvac_signal
LSPL,2600420,LSPL-2600420,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LSPL-2600420,LSPL-2600420,2021 W HOLLY ST,PHOENIX,1/26/2026 12:44:21 PM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
RPDR,2600419,RPDR-2600419,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPDR-2600419,RPDR-2600419,4001 E RANCHO DR,PHOENIX,1/26/2026 12:43:56 PM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
F802,26001166,F802-26001166,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F802-26001166,F802-26001166,1030 N 1ST ST,PHOENIX,1/26/2026 12:37:24 PM,Commercial,0.00,OLYMPIC WEST FIRE & SECURITY LLC,,,Trash,negative=fire
LPRR,2600418,LPRR-2600418,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRR-2600418,LPRR-2600418,11001 N BLACK CANYON HWY,PHOENIX,1/26/2026 12:23:15 PM,Commercial,3500000.00,TO BE BID,,,Trash,no_hvac_signal
F132,26001165,F132-26001165,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F132-26001165,F132-26001165,1838 E JACKSON ST,PHOENIX,1/26/2026 12:10:58 PM,Residential,0.00,COPPERSTATE FIRE PROTECTION,FPPD-260003,,Trash,negative=fire
F132,26001165,F132-26001165,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F132-26001165,F132-26001165,1838 E JACKSON ST,PHOENIX,1/26/2026 12:10:58 PM,Residential,0.00,COPPERSTATE FIRE PROTECTION,FPPD-260003,,Trash,negative=fire
OE,26001163,OE-26001163,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=OE-26001163,OE-26001163,3400 E SKY HARBOR BLVD,PHOENIX,1/26/2026 12:07:32 PM,Commercial,40000.00,G4 BUILDERS LLC,AFPF-060320,,Trash,no_hvac_signal
OE,26001163,OE-26001163,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=OE-26001163,OE-26001163,3400 E SKY HARBOR BLVD,PHOENIX,1/26/2026 12:07:32 PM,Commercial,40000.00,G4 BUILDERS LLC,AFPF-060320,,Trash,no_hvac_signal
FPPD,260143,FPPD-260143,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260143,FPPD-260143,5350 E EMILE ZOLA AVE,PHOENIX,1/26/2026 12:02:51 PM,Residential,0.00,SUPREME FIRE PROTECTION L L C,,,Trash,negative=fire
F177,2600294,F177-2600294,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F177-2600294,F177-2600294,13811 N TATUM BLVD,PHOENIX,1/26/2026 11:32:08 AM,Commercial,0.00,CANYON STATE PROPANE LLC,FPPX-252706,,Trash,no_hvac_signal
F802,26001158,F802-26001158,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F802-26001158,F802-26001158,21001 N TATUM BLVD,PHOENIX,1/26/2026 11:26:22 AM,Commercial,0.00,AERO AUTOMATIC SPRINKLER COMPANY,,,Trash,negative=sprinkler
OE,26001157,OE-26001157,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=OE-26001157,OE-26001157,2601 N 36TH ST,PHOENIX,1/26/2026 11:21:02 AM,Commercial,25000.00,ANDREW'S ELECTRICAL INC,,,Trash,no_hvac_signal
F134,26001156,F134-26001156,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F134-26001156,F134-26001156,7000 E MAYO BLVD,PHOENIX,1/26/2026 11:19:14 AM,Commercial,0.00,FIRE SYSTEM SPECIALISTS LLC,FPPD-252686,,Trash,negative=fire
WSSD,26001153,WSSD-26001153,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSSD-26001153,WSSD-26001153,1919 W BETHANY HOME RD,PHOENIX,1/26/2026 10:49:26 AM,Commercial,0.00,R C I SYSTEMS INC,SPAD-1809197,,Trash,no_hvac_signal
WSHM,26001152,WSHM-26001152,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSHM-26001152,WSHM-26001152,4211 W ROOSEVELT ST,PHOENIX,1/26/2026 10:47:45 AM,Commercial,0.00,ROADRUNNER PAVING & ASPHALT MAINTENANCE LLC,SDEV-2600004,,Trash,no_hvac_signal
LPRM,2600416,LPRM-2600416,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600416,LPRM-2600416,5516 W BUCHANAN ST,PHOENIX,1/26/2026 10:44:09 AM,Commercial,364928.00,TO BE BID,,,Trash,no_hvac_signal
S,26001151,S-26001151,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=S-26001151,S-26001151,447 W WATKINS ST,PHOENIX,1/26/2026 10:41:28 AM,Residential,19000.00,KENNEDY DESIGN BUILD,LPRM-2505722,,Trash,no_hvac_signal
FPPR,260051,FPPR-260051,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPR-260051,FPPR-260051,2725 W DOVE VALLEY RD,PHOENIX,1/26/2026 10:40:09 AM,Commercial,0.00,W P WEST BUILDERS ARIZONA L L C,SPAD-2303486,,Trash,no_hvac_signal
FPPD,260142,FPPD-260142,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260142,FPPD-260142,12770 N TATUM BLVD,PHOENIX,1/26/2026 10:39:43 AM,Commercial,0.00,ALEXANDER BUILDING COMPANY INC,SPAD-2500437,,Trash,no_hvac_signal
WSSD,26001149,WSSD-26001149,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSSD-26001149,WSSD-26001149,7775 W BUCKEYE RD,PHOENIX,1/26/2026 10:38:12 AM,Commercial,0.00,R C I SYSTEMS INC,CCPH-1800459,,Trash,no_hvac_signal
DSAP,26015,DSAP-26015,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=DSAP-26015,DSAP-26015,775 S 6TH AVE,PHOENIX,1/26/2026 10:32:40 AM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
F209,2600291,F209-2600291,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F209-2600291,F209-2600291,2507 W PRAIANO WAY,PHOENIX,1/26/2026 10:32:38 AM,Commercial,0.00,SOUTHWEST ENERGY & SOLAR LLC,FPPR-251300,,Trash,negative=solar(?: pv)?
CLS,26001140,CLS-26001140,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CLS-26001140,CLS-26001140,230 S 49TH AVE,PHOENIX,1/26/2026 10:08:18 AM,Commercial,0.00,"JACOR CONSTRUCTION, INC",LSPL-2502982,,Trash,no_hvac_signal
OP,26001139,OP-26001139,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=OP-26001139,OP-26001139,6721 N 25TH DR,PHOENIX,1/26/2026 10:07:27 AM,Commercial,12000.00,D W PLUMBING AND MAINTENANCE INC,SPAD-0606794,,Trash,negative=plumb(?:ing)?
CPA,26001135,CPA-26001135,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPA-26001135,CPA-26001135,2801 W DURANGO ST,PHOENIX,1/26/2026 10:03:47 AM,Commercial,0.00,CIVILWORX CONTRACTING LLC,CPPA-2502816,,Trash,no_hvac_signal
CCO,26001136,CCO-26001136,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CCO-26001136,CCO-26001136,2801 W DURANGO ST,PHOENIX,1/26/2026 10:03:47 AM,Commercial,0.00,B&B CONCRETE CONTRACTORS LLC,CPPA-2502816,,Trash,no_hvac_signal
CDF,26001137,CDF-26001137,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CDF-26001137,CDF-26001137,2801 W DURANGO ST,PHOENIX,1/26/2026 10:03:47 AM,Commercial,0.00,CIVILWORX CONTRACTING LLC,CPPA-2502816,,Trash,no_hvac_signal
CPR,26001138,CPR-26001138,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPR-26001138,CPR-26001138,2801 W DURANGO ST,PHOENIX,1/26/2026 10:03:47 AM,Commercial,0.00,CIVILWORX CONTRACTING LLC,CPPA-2502816,,Trash,no_hvac_signal
BLD,26001134,BLD-26001134,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=BLD-26001134,BLD-26001134,6036 N 19TH AVE,PHOENIX,1/26/2026 9:57:25 AM,Commercial,30000.00,MATTSON CONSTRUCTION LLC,LPBI-2600366,,Trash,no_hvac_signal
LSPL,2600414,LSPL-2600414,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LSPL-2600414,LSPL-2600414,1749 W GRANT ST,PHOENIX,1/26/2026 9:48:31 AM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
WSFT,26001132,WSFT-26001132,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSFT-26001132,WSFT-26001132,2502 E CAMELBACK RD,PHOENIX,1/26/2026 9:40:44 AM,Commercial,0.00,ARIZONA FLOW TESTING LLC,SPAD-2503457,,Trash,no_hvac_signal
LPSG,260087,LPSG-260087,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPSG-260087,LPSG-260087,5035 S 33RD ST,PHOENIX,1/26/2026 9:37:04 AM,Commercial,4800.00,IMPACT SIGN & GRAPHICS LLC,,,Trash,negative=sign
LSPL,2600413,LSPL-2600413,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LSPL-2600413,LSPL-2600413,5777 E MAYO BLVD,PHOENIX,1/26/2026 9:35:35 AM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
LSIS,2600412,LSIS-2600412,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LSIS-2600412,LSIS-2600412,5777 E MAYO BLVD,PHOENIX,1/26/2026 9:31:15 AM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
ELEC,26001131,ELEC-26001131,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=ELEC-26001131,ELEC-26001131,4011 E GREENWAY RD,PHOENIX,1/26/2026 9:30:51 AM,Commercial,60000.00,CORESTATES CONSTRUCTION SERVICES INC,LPRM-2506508,,Trash,no_hvac_signal
WSDC,26001126,WSDC-26001126,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSDC-26001126,WSDC-26001126,4027 S 13TH ST,PHOENIX,1/26/2026 9:15:36 AM,Commercial,0.00,H&B BUILDERS LLC,CCPH-2500017,,Trash,no_hvac_signal
F171,2600289,F171-2600289,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F171-2600289,F171-2600289,6510 W DEVONSHIRE AVE,PHOENIX,1/26/2026 9:14:06 AM,Commercial,0.00,ADMA CONTRACTING LLC,SPAD-2600087,,Trash,no_hvac_signal
LPSG,260086,LPSG-260086,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPSG-260086,LPSG-260086,10810 N TATUM BLVD,PHOENIX,1/26/2026 9:06:08 AM,Commercial,5500.00,D'S SIGNS & LIGHTING LLC,,,Trash,negative=lighting
LPRM,2600411,LPRM-2600411,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600411,LPRM-2600411,7723 W THOMAS RD,PHOENIX,1/26/2026 9:04:42 AM,Residential,4000.00,ARIZONA AWNINGS & WINDOW SHADE,,,Trash,no_hvac_signal
S,26001124,S-26001124,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=S-26001124,S-26001124,9633 S 48TH ST,PHOENIX,1/26/2026 9:02:09 AM,Commercial,15000.00,HIGH DESERT COMMUNICATION,LPRM-2506478,,Trash,no_hvac_signal
CPR,26001123,CPR-26001123,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPR-26001123,CPR-26001123,16400 N 19TH AVE,PHOENIX,1/26/2026 9:00:31 AM,Commercial,0.00,ARROWMARK LLC,CPFL-2501758,,Trash,no_hvac_signal
S,26001122,S-26001122,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=S-26001122,S-26001122,330 E ROESER RD,PHOENIX,1/26/2026 9:00:19 AM,Commercial,20000.00,FINOCCHIARO CONSTRUCTION L L C,LPRM-2504076,,Trash,no_hvac_signal
CPR,26001121,CPR-26001121,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPR-26001121,CPR-26001121,16400 N 19TH AVE,PHOENIX,1/26/2026 8:57:44 AM,Commercial,0.00,ARROWMARK LLC,CPFL-2501758,,Trash,no_hvac_signal
F112,26001120,F112-26001120,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F112-26001120,F112-26001120,16400 N 19TH AVE,PHOENIX,1/26/2026 8:55:05 AM,Commercial,0.00,OFFSITE SWEEPING LLC,CPFL-2501758,,Trash,no_hvac_signal
S,26001119,S-26001119,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=S-26001119,S-26001119,1410 E VAN BUREN ST,PHOENIX,1/26/2026 8:54:36 AM,Commercial,3000.00,AMERICAN WOLF CONSTRUCTION LLC,LPRM-2506531,,Trash,no_hvac_signal
CES,26001118,CES-26001118,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CES-26001118,CES-26001118,4701 N CENTRAL AVE,PHOENIX,1/26/2026 8:54:12 AM,Residential,630.00,CORE CONSTRUCTION SERVICES OF AZ,LSPL-2505640,,Trash,no_hvac_signal
CFB,26001117,CFB-26001117,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CFB-26001117,CFB-26001117,16400 N 19TH AVE,PHOENIX,1/26/2026 8:53:06 AM,Commercial,0.00,OFFSITE SWEEPING LLC,CPFL-2501758,,Trash,no_hvac_signal
F175,26001116,F175-26001116,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F175-26001116,F175-26001116,431 N 47TH AVE,PHOENIX,1/26/2026 8:51:42 AM,Commercial,0.00,IMPACT FIRE SERVICES LLC,FPPD-252586,,Trash,negative=fire
CCO,26001115,CCO-26001115,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CCO-26001115,CCO-26001115,16400 N 19TH AVE,PHOENIX,1/26/2026 8:45:55 AM,Commercial,0.00,POWER CONCRETE INC,CPGD-2502500,,Trash,no_hvac_signal
